,Address,collateral,cumulative_deposits,total_fee_paid,realized_pnl,~roi
14519,5aN6NbDYYUx5RQfxRBDeoZgJp8PQ2PGtvXwEYN5acBUj,0.006,1.58,1.628,-1.574,-0.996
11088,2E7Q7wFwF1P38fbBdgjde3NrKMV6fkAMt9JYVd6AKJGd,0.001,1.79,1.627,-1.789,-0.999
12442,HDmtdNjr3UNmzXfmajyKASLz9wz4YzNrspTMABcr7tXV,7.715,40.0,1.627,-32.285,-0.807
10709,128ZTr36WkatmQAhPAm2jQQEgZxzwfaKE5mtdYfEDXq8,0.01,1.84,1.626,-1.83,-0.995
10339,FjExp5o51XzYaW2F6tRpk8tKBHYBhzasNzd4mYxg6hqC,0.006,1.47,1.625,-1.464,-0.996
3128,2dAL9MLS4xNaK4wiNaBds1uLsZpUjhE91Z1Wpws2sXm7,0.006,1.61,1.624,-1.604,-0.996
5208,2BXaFKsi4eKNJcMx7RsdgJS9nmwqGkVWGrfm39zKbHws,0.007,1.91,1.624,-1.903,-0.996
2538,DGAQzgZhS2yioeZmG3cbacM3hdz4F1aZn1PWRwgiFukc,0.0,543.0,1.624,-543.0,-1.0
8174,Bxbti1rKNaKdSktLreUvKxXoJUBs4LZ91ubiYt7APTch,0.005,1.57,1.624,-1.565,-0.997
9884,G1EEvTNDfKPqo35rNw6RvfXrRVEagT9N9A6Aa6DixWAo,0.009,1.63,1.624,-1.621,-0.994
13578,6SQ8uTAHYfRETRABpvF4zzmAXnUVoKM8cus7DkxeDtsx,0.004,0.74,1.623,-0.736,-0.995
8523,Cu325QBXrG1rrvT6vMduxDvorhpqgNGpN8vbyjyBgkm5,0.01,1.79,1.623,-1.78,-0.994
14517,5hL2iDSDQY66fVvtNZXks6nebxE8oPwm8zKHR8hGhuB4,0.008,0.94,1.622,-0.932,-0.991
11698,Dgj36n3gdW9QD5WCnr2Z77XQVzKk1T8bmsmUtxtnG15z,0.008,-9.17,1.619,9.178,inf
1233,8fWCeEpNcGFojSjkmiXKrSWL1ep6aJdUESmum1WK6ry7,0.008,-145.79,1.618,145.798,inf
9661,53yX7oxXGCe8W7vTfgaHyBJhQ8QGh7sgavrFQbo8uWbd,10.004,11.57,1.617,-1.566,-0.135
2398,6AJA69z2FLGNPbNc3sryxAV3vRvDVeytNMKUX5ZNJCFp,0.008,0.41,1.617,-0.402,-0.98
9077,7WqrpbrziqN3zyrGU4WwX4PZHFkncKoAULQU6R79JX6x,10.005,11.96,1.616,-1.955,-0.163
11580,HvB5iWHK35meQHm5i7T7ppNSmhnZXhmz6wFhN86emhMt,10.01,11.55,1.616,-1.54,-0.133
3422,2CeyhcfCmUEnvxquhqpbkob4svGTtqRcMwEf9FhGxWjL,10.002,11.62,1.616,-1.618,-0.139
8839,HC9brS11kVxSFitAzhMNeuXRk8QYKyqffjKrFhkS3mNx,10.009,11.41,1.616,-1.401,-0.123
13914,5Md92miyhy1x2GT8e4VdiWS5i6FJgrWWB8CXaGRRjtQt,10.01,11.55,1.616,-1.54,-0.133
5522,GWG8Q3FgGYronykcr8QdWppe9g8HG2SstgrfhwFw2v4g,10.007,11.62,1.616,-1.613,-0.139
10023,3b1DHj6dr25hrRexC54fwCQpsD2rhK3e5QW7aBy4iJdB,10.006,11.92,1.616,-1.914,-0.161
13465,B2urS2ekAJED8RQndncjKKbYJj1dL1FKvtMWLUiE3NUd,10.009,11.55,1.616,-1.541,-0.133
6929,59KnNquWiBcAAKz4AdLRoi4S7JFnTu2izY3f1y9Cjb9z,10.004,11.62,1.616,-1.616,-0.139
8487,5StaSbMjBf3XzrF3SJPcHpzc9vqd1tKk24rWpXy7KHrA,0.007,58.41,1.615,-58.403,-1.0
6619,Dm1fK7grqSg1zDJ5Bqirg4V7w67PW3g8XwdBbKNFpUNE,0.003,1.61,1.615,-1.607,-0.998
135,Gpj7spNRxoDN5ixi3Bs4Dbac1rnAU6eMwkBd322bpBnB,10.002,11.1,1.615,-1.098,-0.099
8261,4nYWvJz1noV2kqfCWDXAY8ePzBgcGMLsmVMXtzVhgDNT,0.001,1.54,1.614,-1.539,-0.999
13543,8zir4omzQbsGhyrEjPRs77d3YjinTgBJpAnoGFmTPK7u,0.006,1.64,1.614,-1.634,-0.996
14394,HHNT9rpSVK46XBqx2mFoSfZFpPq3mEdXuRANncQAzUoH,0.009,1.63,1.614,-1.621,-0.994
76,F2X4t4fSSzhvaQxSF7J5PPoDFXBDWdexXyzDihN2YVFC,0.009,21.0,1.613,-20.991,-1.0
382,6Jy3uuZ1m1vWUMCSzkqKaLoqpjRRvvU26ahuSDgAHEjU,0.001,1.74,1.612,-1.739,-0.999
9676,H5hRhSpUL679j67jHmKBFK86v6WvPNpkJS4bHN2Uyow6,0.004,1.96,1.611,-1.956,-0.998
11470,AVd9HHDyksRxBTssxAoSQtFLCESZZcfkFouVrjZ8yfab,0.009,1.46,1.61,-1.451,-0.994
7365,FXa8unfp5phYpeeqHYzUwCQSGnforFgD3E3gps75oRPv,0.004,4.93,1.61,-4.926,-0.999
12783,J4y9a1YW8Yra33CYXCR7dKmkfhnK5L67SPmWHfHqKrKU,0.007,1.35,1.61,-1.343,-0.995
13286,3wkdAANpAaVXdgD3hMZjiVpE7o5xbPQycaf2hkB83w6Y,0.0,1.61,1.61,-1.61,-1.0
10776,HP5W6YxLGaRrpU7dfuL1gfXJrWExdyX6MTAXynHdKvFe,0.005,-0.73,1.61,0.735,inf
10480,5wefPXgFaHi5hEnUktNjnteRhSSBZdYeu2DvZ5oaDuFz,0.001,-1.49,1.609,1.491,inf
7434,ARkfAY6Jzy7YTpKQ39mmy6WGFaas8UV3i5mMch5aJBA5,0.01,3.41,1.608,-3.4,-0.997
2423,4Hcq5QfrHpH9zbfztpdopP92D21oWDK9i1FbZFRjV7wh,0.003,1.21,1.608,-1.207,-0.998
4419,LNX7AwwiGpuaXA4J86d1xqqtF6kD7qbCusssSZqtpKd,0.0,107.0,1.606,-107.0,-1.0
3109,5VxHiwgP5qhciatLMiPt1R6ZaaYJ827ayG3xWm2kVKXB,0.009,0.57,1.602,-0.561,-0.984
7862,2ahZRoF2QLNe4aTC9LM6TGA3ufDDMPhaPBDDeNPg2pFT,0.004,0.59,1.601,-0.586,-0.993
10530,3ie3WxDxcLnZE9MoYvP5hhfjk6Q8B9z1AGfn5QXNxDZX,0.008,0.74,1.601,-0.732,-0.989
8519,8vfKiUKmPANVf28Pna9byU1qzwJ1VChSFrKhsRRDqsFE,0.001,2.43,1.601,-2.429,-1.0
13174,6i3ETUHJjthNFWiRvnir35GK3rVsf8oorYFJefwzdeJz,0.006,0.16,1.601,-0.154,-0.962
7222,6jwjR544RyUjHsZdenCmQ4c4PfrA5z7oTxMZr66iLrgc,0.0,1.6,1.6,-1.6,-1.0
7153,3WkrXirEFAw5hdSAdEih9TRFLNnnSXPV32qhhwjeBcRM,0.009,1.25,1.6,-1.241,-0.993
3012,5pa1Xm6UB4NSAi8Ke41Gns8hn3K5PvZrKuV3oFv9PQcE,0.008,1.18,1.6,-1.172,-0.993
1828,86FK2SpbMWZxY85LyR2pTt63jfK9vh8CXTu9MzuPF4uj,0.005,1.68,1.6,-1.675,-0.997
2189,AHzRDF5bW8ivBPjg6AiA4XTBnZey9ViywdW6yYHjKKd7,0.006,1.59,1.6,-1.584,-0.996
13942,FqnMqUa3fKRF2G8aT1kqUXNkQVUgPtKGrXiaVr6WtkPp,0.004,1.89,1.6,-1.886,-0.998
608,BYNnkADLUskm8DbxAz1xw9e9yizM7krnks8veXWafexM,0.0,1.6,1.6,-1.6,-1.0
9140,3bprArD4auGxKGrBunvBCC65h8AuF42EqRHagn7azHZE,120.834,155.0,1.599,-34.166,-0.22
58,BP4CnD5SeagrG3zeNCiQzziMUjQDD3d6MJaY5FHm7qnZ,0.005,2.06,1.599,-2.055,-0.998
10406,3m4scaYiVH38xbNobE9tM1aRqBZ85pRYSD3BSk9qf2H7,0.005,1.8,1.598,-1.795,-0.997
2286,CGz6RNMEiSvYyy8Etc9TeCfq7P8UTRzJi8DhXV6xJS11,0.001,0.2,1.598,-0.199,-0.995
2093,CfPyfaZ3qMR84M4BPpMq985PJMyptHQJgH5bqsaQNRdx,0.007,1.61,1.598,-1.603,-0.996
11188,DhGVRoZYbpL5jG2Fe5NZUp3vtHV5NQMsoEdxC1Q3DEVZ,0.008,1.37,1.597,-1.362,-0.994
9970,5ZSmrauWbiCgNzXnKyXwHDK2ocPF4Xj6oCrzx5cnGkp3,0.0,2.86,1.597,-2.86,-1.0
3783,ASoevRLBbhYHSUWSfF4JvS8BKGaHaZeFGUcF6DTa9xUp,788.651,880.0,1.596,-91.349,-0.104
9727,6U8iLRKSBUpxPBvYawFwedistcv7oBrafkxfippPGJRv,0.008,2.45,1.593,-2.442,-0.997
8411,2pUkBL5YobrMQuLXq1NTbEmtpbCFJsNpHPF31bkUaf7P,0.001,0.21,1.591,-0.209,-0.995
8155,8nwpM4BmiMV8t2GgMnNy8zhPwBLM8xcBnCNTHyPySbuA,0.005,1.56,1.59,-1.555,-0.997
11934,ETuecyXfiXmWRpTMBwzHXTBuP6hqvLUaAJe73MEssSrA,0.009,1.59,1.59,-1.581,-0.994
7718,8RhFL8gfeCUQKCMUBn1E2e6tRXBHNhACJgVXhajcjhLd,0.008,13.2,1.589,-13.192,-0.999
4767,74Z1aNw8Hd3Rfwc3jYmzfhFdcZa8qeSWMcFKYJiATtjP,0.003,1.25,1.588,-1.247,-0.998
440,8BRhgNxcBvvtyhkj253AsebFYEwTpFjfhokHKtWohx5A,0.007,7.41,1.587,-7.403,-0.999
9511,66L1DbMkevPpXiz6iHx7Ymf6vpA6UvUKqgYgpRzr2bJd,0.004,1.58,1.587,-1.576,-0.997
11739,HArLFqJPRm7yMBATrJ4kBoz9Yx6qf6JfVouTdVKybsPA,0.009,1.63,1.586,-1.621,-0.994
13122,Fdsitj9VrV1AkzjN9heoLGU3sTaPx3GBdGdvW1feBK1b,0.006,1.6,1.586,-1.594,-0.996
10853,n88zRXut3EYoKt9nbV4dimEkun1nmq1v9qr7A6HChp1,248.308,247.25,1.585,1.058,0.004
3625,2RxT2K7RTjh7F9gDahkMbDZcbqR4EeQ4ixHyKzqwxfFK,0.001,1.43,1.585,-1.429,-0.999
6638,5jin5wXjQQ25nGM2ECrCXcg1a95vquh6kM7rMRru6Ke7,0.0,317.0,1.585,-317.0,-1.0
12857,CjZSfP6mAykQWq7BozAqb6J5pk7MvdBjFxrDo3JhnNQm,0.008,1.53,1.582,-1.522,-0.995
7463,58iNf85WUdhozwtotRzNGYAKFKYvMphABfic9FbZUZSi,0.003,1.65,1.581,-1.647,-0.998
10733,Fo3PaDi6WunNfQC5sdBP2CnuLKqXY5C7ro6J4MMiDRwT,0.001,2.86,1.581,-2.859,-1.0
1961,HA9sWzjuQWDh4s7xaBJWVR97MvV6Dtt6y8S1BU12kGo8,0.009,1.32,1.58,-1.311,-0.993
4417,GJH3Gw5fmFP83GYAbkbd2diwHFua4EihbyEdnCzi33Ur,0.008,1.48,1.58,-1.472,-0.995
1481,2vFBR8i2fcbYT2pQxB6JrTxebxzWsbtwwgmg9fx9VXMP,0.01,1.54,1.58,-1.53,-0.994
3590,EPR6esC9pJYTaj2EZEz9fdZu4GpmMH62yF3hTUCbcKyd,110.872,100.52,1.58,10.352,0.103
4886,BkdGKZJ1w2pFAPnZt1R3K9joiMg2TtX9uxEF3nWrwYpu,0.009,1.65,1.579,-1.641,-0.995
7462,Eh97gp6fyWycP96KTDaMRTUwVsXg16YgfqAsgBeJyuMe,0.009,-16.5,1.578,16.509,inf
2964,GGLZDwtnvBg63Lt3iCp93xq6gjXCtUyTViDV81NPfRcE,0.001,1.7,1.577,-1.699,-0.999
8574,DEexMz2ea4FWEG7fy5ukq96kmc2EyGgwLSyAjBZ6GdZR,0.003,1.58,1.577,-1.577,-0.998
7261,5sy98pwLGmxy1prp5Mk7en3Koh1hsamnEhySvXDrTX5H,0.008,1.28,1.576,-1.272,-0.994
10054,AWBjKHxu3yB29DkXWWeRWd91gRJtH8o11kwhqpurwBDq,0.001,1.95,1.575,-1.949,-0.999
4278,DXYhyYMMbwHjZ5R1MUZcUfnsegEL6evzcDE8i9TmNr4a,0.01,1.42,1.574,-1.41,-0.993
9212,9xngmNJQ2REqWBui9HRR2gJ8rCrLsndUwK43zDt16CAM,0.004,1.34,1.572,-1.336,-0.997
7775,9M4vDvP5EmC2Mfa9w9ZRu4t9SJsJPhtzA6k7a1cCKS2k,0.006,1.43,1.571,-1.424,-0.996
5575,GbMTYnZxdMnS7qHYe5UGGXsSryLEPwcCfXYmjeAvM7Pd,0.004,20.46,1.57,-20.456,-1.0
11753,8Gf1ngjnR9xH4iBrqFnEZENXmauChT4AR7XNrpQPsUpD,0.002,-0.43,1.568,0.432,inf
11943,uHgPjzCMBPPbYugUdbCbkEZ1iic2UzyqbNGQibg2MLH,0.005,2.63,1.567,-2.625,-0.998
7958,7u5U5AaCsBSQnKLPi6SwUsDXuyJdCp2ghUvoXdEYngGg,0.006,10.37,1.567,-10.364,-0.999
7653,2oxqoJaH7Xb3HuvYTH7eFXtDd1SqUk8FfhPJGVf133bn,0.008,33.92,1.566,-33.912,-1.0
6659,2eMZCAPE8HtpkYHUka5M5Js7mwE19g6y3NwWLGdrSX65,0.005,1.55,1.565,-1.545,-0.997
11436,3n1heuz1buScF7N5EshmeWQe3gyTHf1nNDxb432awdi9,0.003,-191.37,1.564,191.373,inf
12247,8ReAWRUNBBTfSYj7MaFzd4QnWViFEQCsKNkkSQJTa633,0.006,0.85,1.563,-0.844,-0.993
6518,2WN3BG1HnJnidQyaQp2xCqxsDynGTDCAqxzunqgpBVZb,0.009,14.64,1.563,-14.631,-0.999
10483,CRFh9nWbkp1WcyvJowe3qM5q8ziA6ojMfFybDFrVAzDQ,0.008,-197.97,1.563,197.978,inf
4721,C8om6ANUmBosmbbSDXzouHsJBNYBA4VqTbGTxqcwDhrm,0.01,49.63,1.562,-49.62,-1.0
13641,8YJF7FfXiGyjrZ2XtHAtj9yXyDxNngCNYgzUTck6NeQx,0.004,3.35,1.56,-3.346,-0.999
14209,CYv2hNAzvRak1LBSayFxMJEXoAQdMEZHnNpQLZ5G5RVo,0.0,780.0,1.56,-780.0,-1.0
8784,87yYQuRW91LAqEmqEyYah7obsr4KijRrqsKdK7DGA9w,144.12,151.0,1.558,-6.88,-0.046
12028,CPJu1TDKXhTBc7gBKeooy9vQ3sjjQwCpbZ8KxNPY7XKQ,0.005,1.33,1.557,-1.325,-0.996
4220,73139rCru9JQHqatwvdqwVJWi13Sk9UEstzMSE4wj6bx,0.008,-44.41,1.557,44.418,inf
9441,Ep4bwF4LSHDTQjPHi7tH2HGvS6LUFUqd7RwtCSrvHHLb,0.01,2.28,1.556,-2.27,-0.996
2240,2tXcxnJeavMwdWsWQT7FkTLyVpNX4dYJJmzpuUa5aApx,0.075,1.0,1.555,-0.925,-0.925
2251,3yJApfJYYGrEKsjn8vZYxdLSEPo21bkt2GuCXPgWmCXb,0.006,1.67,1.555,-1.664,-0.996
12836,9f4PbqDJahpuVxy5ksJRfyRcFpbXbY6Va3RiCB2d9ndb,0.001,1.56,1.555,-1.559,-0.999
5799,6oFzqnVMB3Udx3K7YaADmBovHsaYxvKoUPEQixRZRRTH,175.645,165.0,1.554,10.645,0.065
7516,4WFuNd1P4j2DAar19Wdh21Y4YMWWpbV1RrsHQPPQ6PYG,0.007,3.5,1.553,-3.493,-0.998
1781,7tqECNwYkvFgrC3asPnLk8DYMXyVTHawwz8TqpH71Mxp,0.006,-30.35,1.552,30.356,inf
11323,E8aWsR7S9jj8VZ8SsgQ7bebJCguF1NHLSPVdj12Mbzb1,3.16,4.0,1.552,-0.84,-0.21
3767,5azernf9dGYEkGJkMMdSGSzXZu6W78NbvuWAqnMPQTat,0.002,-9.14,1.551,9.142,inf
14325,CdFq7SgeYiVjPKwb9uPeii8rQwgHA5Y7JjmwC93u7kR4,0.004,12.09,1.55,-12.086,-1.0
5303,GmzX8GDHDjUrt6rEFTEooD1UZ7wTsmcCkn2SW2JBH1Kd,0.0,1.55,1.55,-1.55,-1.0
10999,CzWT7zuiD3Usn1DB8C87kZ3yaLcAd1GXe62cZ5xDdEKa,0.0,30.0,1.548,-30.0,-1.0
13780,5uKCZDrByefdoq4cgSgsDCNFdhurERBKcabWfxAe7xtQ,0.005,0.98,1.548,-0.975,-0.995
4327,AJr2jUnETGS1HwibFvc5DDpm5he2WxXZtrz81uHa18Hj,71.271,54.0,1.548,17.271,0.32
6464,5FN7SmtTHyEEFvAqEZLoi9NouZSFevDQeJz9q2kEAH26,0.004,1.55,1.546,-1.546,-0.997
3707,GtZna41CAWmhWKDZ1PNUJZJXD9mDMbyE9BYf2KjRsUEB,0.0,1.51,1.545,-1.51,-1.0
9501,7gqy7qy7obDkw7VQKrEXWKeBm1cY4xHuzbBM3W8PMLff,0.006,1.55,1.545,-1.544,-0.996
11848,4R1d2GCZ6h3BxZxVKiSbHcew8fWvBZd9QuJNGRpbxXeZ,0.001,6.48,1.545,-6.479,-1.0
7678,BJEBCZMfJdDCrn31HytLFm43GcKi9NtCadWFwEnocpHd,0.003,-16.41,1.544,16.413,inf
11804,GmTxt1hRBzJKqXV5xigJbxtU44ZM8oHsLGGCJDZ13NaU,0.004,0.75,1.544,-0.746,-0.995
984,CPsnF5SkVCnFkFXhLwzpp6H7rBrTumCuYJCyVSeT8cFZ,66.131,177.0,1.542,-110.869,-0.626
10381,7fqLiDjZDGwx67eNANUp1jyYJZdKx8rxPCp2b86wgiWe,0.004,-5.77,1.538,5.774,inf
4456,8JyLcgSEPzstQVJkR9oU2jmibqtJMn8rFrCTx51rCxxK,0.008,7.62,1.537,-7.612,-0.999
11448,HsNd3e88sNNDbeZFeEuQFRZTitrS6cKAcZsFy1urPUMS,0.008,-25.35,1.536,25.358,inf
124,EkFBim4sUx44wy16sxcTzaQAYBB6jqnwo6cjUgnSAg7R,0.009,1.13,1.536,-1.121,-0.992
10009,Hy2j2kKdg9r9iXppMaG73jd7Sat9GbjScP7uZ8EDv4F8,0.1,1.3,1.534,-1.2,-0.923
2695,XRZcR1LXAsyJjcbJgNi6zDRzxqezRezC8WGXCiyUp73,0.01,230.84,1.533,-230.83,-1.0
8548,H86aKZ8mVUigqKytLZmr188kwKoZcWZFxWA6hLscJsso,0.004,1.06,1.532,-1.056,-0.996
11803,8rW82sNs9JMS48PtgXctTkowCWvr2UqZdkufHWiGTrRu,0.01,1.63,1.531,-1.62,-0.994
5785,2AcAQnJsQB84hYkerFWrRovuqdvH4jCuTBGtNETKLvRj,0.0,1.12,1.53,-1.12,-1.0
8810,CX9wD9Fd1qgTtp7bqCK9nBZ86ouYGAVUAbhiwUzu7hop,0.001,1.75,1.53,-1.749,-0.999
12318,89CkXnSZnr52Zsoh48efv9MQacrkB6GMtrbEpNJSyA2H,0.0,12.47,1.529,-12.47,-1.0
13137,7C9RpckfE3c46bgs4V9Eve5fAQCdMdvoLoTQNDrqSiKt,45.623,47.0,1.528,-1.377,-0.029
1985,FeLWcah3WbLxbUYbSZLupf9Z8gZKoinnkUi5nGtNtjoa,0.848,-18.0,1.528,18.848,inf
11677,ABXFHfWffT7pHqrj7bPPtsZyXxwuSVf8zJkS4tEZg9He,0.006,1.38,1.527,-1.374,-0.996
12622,F9CW4x8UbbYpXpgr2zxZ2WH4UnzzgmneW15HcsL2QRfr,0.004,4.98,1.525,-4.976,-0.999
2122,Fd2QaWej6grKE6jQpQriDnKTVbygFhYxy1CAjWTu27Sm,0.007,0.78,1.524,-0.773,-0.991
6029,ASMs5YUknBrYmfMRGmReNP1ymmPbFQjFPtazacFcsfZR,0.003,0.31,1.522,-0.307,-0.99
2000,2jc7jdmabqgHEX1CDJzzemAjtEHrgEbtrgmRxLQNsskv,0.006,1.16,1.52,-1.154,-0.995
1932,6GgPu8s3JUXJbdaW1MjcvrUvhQG7ohjwunBFmSPXuqsE,4.48,6.0,1.52,-1.52,-0.253
12739,5eSuemNdcsEp5uDBgV9tqHDAY31ZvSKWJyAzqinBtx3C,0.002,1.51,1.52,-1.508,-0.999
14548,BcGfjaVFEwn1mL3RrQiFs3iZoD7EnQBqZQxUKHRPhNSw,67.277,60.03,1.519,7.247,0.121
6981,A8AJwGTYkh32YqVk95SZJyqPyW9riNKuKQkgGNxtGy3S,0.0,5.1,1.516,-5.1,-1.0
1205,F2ee3QfDBbxrcjyB3FyTdrU4aysSSkD17kQZjLDSNjua,0.004,1.52,1.516,-1.516,-0.997
12508,HjRage41tRpR4LE4rQsAquLCHaSfbpuTosRtsKoDpoPk,0.003,-17.73,1.515,17.733,inf
13658,7GSGhJ5GMoLvxQw24AVnmh9pnnKzGBBtgcbHEBfPXZ3d,0.006,1.3,1.515,-1.294,-0.995
11861,5Yv4qHsrt8BLY6CdU3Lwx2JS1njG8r4N6Nf6ZkW7dort,0.007,1.54,1.514,-1.533,-0.995
10131,Cs4CAAQVvqeHCQt4LbejJHTaxWv9sX17BK6YeoHxJnya,0.003,5.73,1.514,-5.727,-0.999
13341,AP7H1xbTDGwvctqZj5xHeCZGy8i1jGuBQBWq2KdN4U6Z,378.05,383.0,1.514,-4.95,-0.013
4350,5khaJGn7VJ5BMPWFPsdkNoQ2pJ1zA2ZLXuvwDAHRVTCj,0.001,2.33,1.513,-2.329,-1.0
11094,Ri5eTK2wdVV78UPt9XMGZQK92JKfeJR1yx9eRbhELUu,0.002,1.21,1.512,-1.208,-0.998
3208,PSQnmFo6wGsyJGVzcsRoV5UhMJCh3ASucbxrh7vcbXh,149.434,151.0,1.51,-1.566,-0.01
7982,1FzmacauPKRo7cn6tp1cMJLGRR1ay9PPyJXbWKyPVfe,0.0,1.51,1.51,-1.51,-1.0
6701,92vHa65f4WpuqzSCMESDMPxZ2yfLxXJMMPYLof75EiN,7.769,200.0,1.509,-192.231,-0.961
7636,6YR3v1ptX2d6EGBYCp7AxPeHZvxCmPw3iTAKDes9H1UM,0.004,1.68,1.509,-1.676,-0.998
5893,9fv9rxTEfZfQW817LMxAZjg9xDTsSK4WwbUQ5JkFGNaN,115.765,84.0,1.509,31.765,0.378
7481,CD932qNkWnooiyKwEz7QgroFEuRut63rsKMLsvr88P5e,115.19,84.0,1.507,31.19,0.371
1398,358hKTukjb1CvpMDk8Ed6a9n4Lhx4uzjb5iuwCkQEZ5U,0.004,-26.29,1.505,26.294,inf
12575,FfaUGLenDWRARUptCFGZ9X4KYUJ2uJYnhVaZYyxrQKRW,0.001,5.53,1.504,-5.529,-1.0
11226,6oboBhv629TzjEkWZpEPuBpgLGLtZYNiBNGgfpNA1mcE,0.009,-2.75,1.504,2.759,inf
2420,36zPeTYvNgh63iA2qEZoAWBdbzinTRt3WWTenbmgSKGA,0.001,1.57,1.503,-1.569,-0.999
6641,2FB1GB1jEuPP2kfrbLdSirrteaXPedmGei2DyfM8eNpy,0.007,1.51,1.503,-1.503,-0.995
7396,A6QkVywTPeAL88kQH2T6VGpqdvurDaz8njTZUrJirRgH,0.005,5.11,1.503,-5.105,-0.999
5953,BStFFnQ9fp86S3uNGmTNynJKMDYNTjM8FcM4gaTtsDJ7,0.003,0.46,1.502,-0.457,-0.993
10375,6NhfiqXs7vEPHEiAXjxGJS5Ua3epqiGqyJsy2iz4s6f8,0.009,0.66,1.501,-0.651,-0.986
4764,FgsVjj9yNGuE3gVAvJD6cyD4NdnfrvAp4TeEXvG2G8Y7,149.004,150.5,1.501,-1.496,-0.01
1372,7RAEnoVMJMiHd7znNgFRUG8Bv4pVpNnTeXZqqpCYGQoR,954.281,1001.0,1.5,-46.719,-0.047
4661,9TrL7necDFyzErUED9xHrzqu5DFutTD6EQxCTwJyJv7C,0.006,1.63,1.5,-1.624,-0.996
8560,54grbLQHZsNK4qTyXb8kXAU12Af9QUNFMujuzLLHHHef,0.0,515.0,1.5,-515.0,-1.0
12302,4cYfnsXpdehbpJkGzsr8eR2RzAA4YvaX6B41ZTvJAfPh,0.008,1.51,1.5,-1.502,-0.995
5543,D9gN56Ekbpgnk31rJqPq7YMgPojUMKPRBbTUe93B7DeM,0.0,1.5,1.5,-1.5,-1.0
12311,8eErXi1cpMRW84aZH7fuuAuGrrn2ai86va4QxHtoM9Fu,0.0,1.86,1.499,-1.86,-1.0
745,CZQHPTNHUU4HrgJuCYnRjQDvpN6o4efJX7NKUa2LdJ13,931.48,933.0,1.498,-1.52,-0.002
577,49EdAxQN8VnqwFY9FbRAhaiJmLEqY7CWVf8SJn8dJeVU,0.009,2.71,1.497,-2.701,-0.997
12241,DRimQ2Lxh5KQQiTVvwZnopS4LR3r85gcnZXg8ng1HiCb,955.035,1001.0,1.497,-45.965,-0.046
4732,3qyKG4juvhcDnhoSVAFibqJtk5i4q8vLVgvwzXtdk5KP,1.548,-8.66,1.496,10.208,inf
10845,EYNh72buYHmKWRSqF8omcFHRbqKWV76iXB2vrjHgQMck,123.273,108.0,1.496,15.273,0.141
7234,HdMwfYFJ7HmnMm5ziMRAJ58tGpk4mJXNcPBa9ZuwXq3Y,0.002,1.37,1.496,-1.368,-0.999
10444,6CVfysHeubmEQLb5kiktoumG8CsqQiBNQ3AVt6RyX39x,0.009,1.76,1.494,-1.751,-0.995
6770,4DRTiagDPCHo9x9h9V3jHCcKFSRdHQut5STgfJiyuiKN,0.007,1.64,1.494,-1.633,-0.996
12186,EjNvZoizXED9XSmFwLRuP9bYz4EvMQsPzmVsJf6RXBY9,0.201,1.0,1.494,-0.799,-0.799
6774,5MZQrxEMC7bMwqTyePEU2KFjDACrzAD5Ui3Rj6K31vC,0.008,1.51,1.494,-1.502,-0.995
7479,3i8frFWk5Ge6UeVxKW1ZnqkARwhRc14e7CMD4dK7S83h,103.158,70.0,1.492,33.158,0.474
2739,3nRgcsSdDx5Ryqv9zpm4i6TVCCcNU4qibq9dF7BsXyte,486.719,487.359,1.49,-0.64,-0.001
11409,4erg4SjswpyAcfgA1YD5FuhFvcewLi96n3FTmMrk1ZVD,0.009,1.48,1.49,-1.471,-0.994
9624,FioVoekYeX2y7AHTM628E3xpE6WLA3KJbqzXGBNRHbS2,0.003,-50.26,1.489,50.263,inf
2356,5FzqLqMJ1JESDqp1FdV79LmGrCk64VPBR1xobPvSkoBr,1486.512,1488.0,1.488,-1.488,-0.001
7060,7FCSTtTESVhLQoT6aYLiHNNPRcWgVK95karmTNQB2k3k,1.354,3.0,1.487,-1.646,-0.549
14121,6ymKRo3wqKG6VwuU8NgCJqdrekTZNhjt1ZH7Ud6gfgbS,0.01,1.37,1.487,-1.36,-0.993
203,DRgCrJ6f2JTELYXxrJhTZLhpB5wXTGXdZ3h47V1ft8RV,0.003,-0.4,1.487,0.403,inf
12812,9a6axPuRwnW8JreZ92r3nLrLeXzAFnKjRMArCre6bTNQ,0.007,1.39,1.486,-1.383,-0.995
705,911Wg8TP44ZLYtBXna3hz6k9Q4kYZzDHh24LTijo2TKS,0.006,1.53,1.483,-1.524,-0.996
10270,AnBSiwg3Uee2eDDkRL3PjKTsuqDqQfCdnSPUHpAmNPwz,0.007,1.55,1.482,-1.543,-0.995
11336,GXfjQr2ihTfLRys1DMetVGocd1sU97KdoCJ6x4HxdW1U,0.436,162.0,1.482,-161.564,-0.997
5900,Atkca2uRw679TwLDw45AXis9a6i1ASFsHxwP6SYSwURT,139.27,152.0,1.481,-12.73,-0.084
14147,4XmFWQBZ59MtJcCykXm4zEj8BGue8KHGish7L2e9Ph3p,0.0,0.92,1.479,-0.92,-1.0
1335,9LwmJn5heqTzxvqtomu72xLAFwFXnsUdh9b5TGnT1wEu,0.003,1.31,1.478,-1.307,-0.998
4497,FEtJwRjbY7HAo3RQZncr3PkaqPhQzFfm45NC7zUqyP77,0.002,1.49,1.477,-1.488,-0.999
